date,vo2max,vo2max_m,w,age_on_date,hr_est,le_est,le_est_m,le_diff
2021-09-27,68,66.8,50,24.8186073059361,0.406413045504359,87.6890033433459,87.6426429915878,0.0182198418333002
2021-09-28,67,66.84,50,24.8213470319635,0.406001054531543,87.7013002763803,87.6658812728576,0.0122969330344063
2021-09-29,68,66.9,50,24.8240867579909,0.405380853531932,87.7194805786698,87.6853903743396,0.0181803022894513
2021-09-30,68,66.96,50,24.8268264840183,0.404762576291291,87.7376777242308,87.7036490848279,0.0181971455610466
2021-10-01,65,66.96,50,24.8295662100457,0.404770205487695,87.7375580861368,87.7170040017527,-0.00011963809406268
2021-10-02,66,66.98,50,24.8323059360731,0.404569621235444,87.7435268729594,87.7279087076754,0.00596878682259217
2021-10-03,66,67,50,24.8350456621005,0.404369246273522,87.7494924897529,87.7375471503499,0.00596561679354579
2021-10-04,66,67,50,24.8377853881279,0.40437687123934,87.749372705592,87.7435255757344,-0.000119784160943937
2021-10-05,66,67,50,24.8405251141553,0.404384496492724,87.7492529251344,87.7458406159151,-0.000119780457538354
2021-10-06,66,66.98,50,24.8432648401827,0.404600131858457,87.7430480580448,87.7469386102967,-0.0062048670896786
2021-10-07,68,67,50,24.84600456621,0.404399747862251,87.7490133753464,87.7480359107741,0.00596531730164429
2021-10-08,68,67.02,50,24.8487442922374,0.404199572834348,87.7549755263658,87.7491325180967,0.00596215101941766
2021-10-09,68,67.06,50,24.8514840182648,0.403792229321127,87.7670103405535,87.752660045089,0.0120348141876576
2021-10-10,68,67.1,50,24.8542237442922,0.403385727080983,87.7790328326393,87.7586160265899,0.0120224920858476
2021-10-11,68,67.14,50,24.8569634703196,0.402980063512061,87.7910430289905,87.7682150207791,0.0120101963512127
2021-10-12,68,67.18,50,24.859703196347,0.402575236023226,87.8030409558878,87.7790205368874,0.0119979268973083
2021-10-13,68,67.22,50,24.8624429223744,0.402171242034004,87.8150266395276,87.7910307595198,0.0119856836397645
2021-10-14,68,67.26,50,24.8651826484018,0.40176807897453,87.8269717825391,87.8030230479169,0.0119451430115021
2021-10-15,68,67.3,50,24.8679223744292,0.401365744285495,87.8389329797217,87.8150030773334,0.0119611971826288
2021-10-16,68,67.34,50,24.8706621004566,0.400964235418087,87.8508820110997,87.8269708737552,0.0119490313779664
2021-10-17,67,67.36,50,24.873401826484,0.400767581445211,87.8567914147022,87.8377209655181,0.00590940360248737
2021-10-18,67,67.38,50,24.8761415525114,0.400571130668077,87.862697712374,87.8472551800873,0.00590629767185646
